Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
PHOTOGRAPHY,4.6,1159058,25M,Free,0,Everyone,Photography,"August 3, 2018",2.73.672,4.0.3 and up
FAMILY,3.9,6903,25M,Free,0,Everyone,Educational;Pretend Play,"January 31, 2018",2.0.7,2.3 and up
WEATHER,,3,14M,Free,0,Everyone,Weather,"March 14, 2016",v1.0,4.3 and up
FAMILY,4.5,256219,95M,Free,0,Everyone,Strategy,"July 31, 2018",1.64.0.21247,4.2 and up
FINANCE,4.4,43313,40M,Free,0,Everyone,Finance,"July 9, 2018",5.16.2,4.1 and up
FAMILY,4.7,2910,5.3M,Free,0,Everyone,Entertainment,"October 30, 2016",2.0.0,4.1 and up
FOOD_AND_DRINK,3.4,6507,18M,Free,0,Everyone,Food & Drink,"April 12, 2018",5.7.0,4.4 and up
SOCIAL,4.0,80987,25M,Free,0,Teen,Social,"July 30, 2018",2.2.4,4.4 and up
NEWS_AND_MAGAZINES,4.3,39,4.2M,Free,0,Everyone,News & Magazines,"April 18, 2018",1.0.4,4.1 and up
HEALTH_AND_FITNESS,4.2,287,12M,Free,0,Everyone,Health & Fitness,"July 30, 2018",1.8,4.2 and up
TOOLS,3.3,688,5.5M,Free,0,Everyone,Tools,"September 5, 2017",2.3.5,2.3.3 and up
NEWS_AND_MAGAZINES,4.4,2959,9.8M,Free,0,Everyone,News & Magazines,"August 4, 2018",7.5.0,4.1 and up
VIDEO_PLAYERS,4.5,18699,4.1M,Free,0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up
MEDICAL,4.3,6,5.3M,Free,0,Everyone,Medical,"March 16, 2017",1.4,2.3 and up
PERSONALIZATION,4.6,49657,8.7M,Free,0,Everyone,Personalization,"August 6, 2018",3.6.21_pre,4.4 and up
SPORTS,3.7,20,8.9M,Free,0,Everyone,Sports,"December 8, 2017",3.1,4.4 and up
GAME,4.5,559,32M,Free,0,Everyone 10+,Action,"August 3, 2018",1.0.7,4.0 and up
GAME,4.3,157264,65M,Free,0,Everyone,Arcade,"December 30, 2016",1.31,4.0.3 and up
MEDICAL,4.2,5661,Varies with device,Free,0,Everyone,Medical,"April 19, 2017",Varies with device,Varies with device
PHOTOGRAPHY,4.2,914917,Varies with device,Free,0,Everyone,Photography,"July 22, 2018",5.0.508,4.4 and up
PHOTOGRAPHY,4.1,49211,1.9M,Free,0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up
FINANCE,4.5,96,12M,Free,0,Everyone,Finance,"June 22, 2018",4.17.38,4.4 and up
PRODUCTIVITY,4.4,480643,Varies with device,Free,0,Everyone,Productivity,"July 22, 2018",16.0.10325.20024,4.4 and up
SPORTS,4.6,666521,25M,Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up
SHOPPING,4.6,2278,12M,Free,0,Everyone,Shopping,"July 15, 2018",3.28.1.3.1359,4.4 and up
PERSONALIZATION,,0,11M,Paid,$0.99,Everyone,Personalization,"August 14, 2016",1.0.103,4.4 and up
GAME,,0,Varies with device,Free,0,Everyone,Arcade,"June 13, 2018",Varies with device,Varies with device
SOCIAL,4.5,76480,20M,Free,0,Mature 17+,Social,"August 6, 2018",4.95.4,5.0 and up
SOCIAL,4.6,70449,Varies with device,Free,0,Teen,Social,"July 27, 2018",Varies with device,Varies with device
GAME,4.5,14253,81M,Free,0,Everyone,Racing,"January 18, 2018",3.1,4.0 and up
SPORTS,4.5,1605267,Varies with device,Free,0,Everyone,Sports,"December 5, 2016",Varies with device,Varies with device
BUSINESS,,0,12M,Free,0,Everyone,Business,"April 30, 2018",2.1,4.3 and up
BUSINESS,3.8,5868,20M,Free,0,Everyone,Business,"July 3, 2018",3.19.005,4.1 and up
BUSINESS,4.0,3,6.3M,Free,0,Everyone,Business,"October 5, 2015",1.2,4.2 and up
MEDICAL,4.0,91,335k,Free,0,Everyone,Medical,"February 8, 2012",1.6,2.1 and up
GAME,4.4,1432447,59M,Free,0,Everyone,Arcade,"November 9, 2017",1.3.21,4.0.3 and up
FAMILY,4.3,31970,77M,Free,0,Everyone,Puzzle,"June 7, 2017",1.8,Varies with device
SHOPPING,3.8,208,78k,Free,0,Everyone,Shopping,"February 11, 2015",1.3.1,2.3 and up
COMMUNICATION,4.1,55110,4.3M,Free,0,Everyone,Communication,"June 20, 2018",2.2,4.0 and up
FAMILY,4.6,33,3.3M,Free,0,Everyone,Casual,"November 18, 2017",1.0,4.0 and up
FAMILY,4.0,16190,88M,Free,0,Everyone,Action;Action & Adventure,"April 24, 2018",2.1.1,4.0 and up
LIFESTYLE,4.5,8096,16M,Free,0,Mature 17+,Lifestyle,"August 3, 2018",1.6.4,4.1 and up
COMMUNICATION,,1,172k,Free,0,Everyone,Communication,"October 2, 2014",1.0.0,2.2 and up
BOOKS_AND_REFERENCE,4.4,384368,Varies with device,Free,0,Everyone,Books & Reference,"August 4, 2018",Varies with device,Varies with device
GAME,4.5,10055521,94M,Free,0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up
MEDICAL,,6,23M,Free,0,Everyone,Medical,"July 20, 2018",1.3.5,5.0 and up
PRODUCTIVITY,4.3,247,4.0M,Free,0,Everyone,Productivity,"June 22, 2016",1.2,4.0.3 and up
TRAVEL_AND_LOCAL,2.3,9,70M,Free,0,Everyone,Travel & Local,"April 6, 2018",1.0.1.8,4.2 and up
TOOLS,3.9,203,2.3M,Free,0,Everyone,Tools,"March 3, 2017",1.08,3.0 and up
GAME,4.6,1327269,99M,Free,0,Teen,Racing,"April 12, 2017",1.3,2.3.3 and up
COMMUNICATION,4.4,10341,6.9M,Free,0,Everyone,Communication,"July 5, 2018",5.2.4,4.1 and up
NEWS_AND_MAGAZINES,4.2,40167,8.7M,Free,0,Everyone,News & Magazines,"July 30, 2018",3.12.0,4.4 and up
FAMILY,3.7,37,9.5M,Free,0,Everyone,Education,"July 19, 2015",2.16,2.3 and up
VIDEO_PLAYERS,3.0,78,322k,Free,0,Everyone,Video Players & Editors,"September 19, 2013",1.3,1.6 and up
PHOTOGRAPHY,4.2,784,18M,Free,0,Everyone,Photography,"April 29, 2018",1.00.15,4.1 and up
LIFESTYLE,3.9,7376,19M,Free,0,Everyone,Lifestyle,"January 11, 2018",5.2.2018010801-1,4.1 and up
PRODUCTIVITY,4.5,208543,Varies with device,Free,0,Everyone,Productivity,"July 5, 2018",Varies with device,Varies with device
FAMILY,4.4,2952,37M,Free,0,Everyone,Education;Education,"June 19, 2018",1.2.0,5.1 and up
HEALTH_AND_FITNESS,4.5,183669,57M,Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
FAMILY,,3,19M,Paid,$0.99,Everyone,Education;Brain Games,"December 28, 2017",1.4,4.0.3 and up
SOCIAL,4.1,68025,3.9M,Free,0,Everyone,Social,"April 16, 2018",1.0,4.1 and up
DATING,3.5,2593,5.0M,Free,0,Mature 17+,Dating,"July 25, 2018",1.9.7,4.4 and up
TOOLS,3.4,3491,7.3M,Free,0,Everyone,Tools,"July 31, 2018",Cow V3.15,4.3 and up
FAMILY,4.4,31,4.3M,Free,0,Everyone,Entertainment,"June 3, 2018",1.1,4.0 and up
FAMILY,4.2,214,67M,Paid,$4.99,Everyone,Board;Brain Games,"December 13, 2017",3.3.1,4.1 and up
BOOKS_AND_REFERENCE,4.6,595,8.5M,Free,0,Everyone,Books & Reference,"June 28, 2016",6.0,4.1 and up
DATING,3.8,5164,25M,Free,0,Mature 17+,Dating,"July 24, 2018",3.8.75a,4.0.3 and up
FAMILY,4.4,276,Varies with device,Free,0,Everyone,Education,"March 22, 2016",Varies with device,Varies with device
TOOLS,4.1,67,4.1M,Free,0,Everyone,Tools,"May 7, 2018",1.0.0,4.1 and up
ENTERTAINMENT,3.4,87384,Varies with device,Free,0,Everyone,Entertainment,"September 14, 2016",Varies with device,Varies with device
SOCIAL,4.0,712,21M,Free,0,Teen,Social,"March 5, 2018",2.3.9,4.1 and up
MAPS_AND_NAVIGATION,,38,9.8M,Free,0,Everyone,Maps & Navigation,"June 13, 2018",2.0.148.0,4.0 and up
FAMILY,4.0,42,12M,Free,0,Everyone,Casual,"November 15, 2016",1.46,4.0 and up
PERSONALIZATION,,0,14M,Free,0,Teen,Personalization,"April 17, 2018",1.0,4.1 and up
FINANCE,4.3,129304,Varies with device,Free,0,Everyone,Finance,"August 2, 2018",Varies with device,Varies with device
FAMILY,4.3,43,3.7M,Free,0,Everyone,Education,"December 16, 2017",1.0.3,4.1 and up
SOCIAL,4.7,2068,7.5M,Free,0,Everyone,Social,"April 13, 2014",1.0,2.2 and up
BUSINESS,4.8,148945,25M,Free,0,Everyone,Business,"July 19, 2018",5.2.8,5.0 and up
NEWS_AND_MAGAZINES,,17,4.4M,Free,0,Everyone,News & Magazines,"March 14, 2017",1.0.11,4.1 and up
COMMUNICATION,4.4,3128611,Varies with device,Free,0,Mature 17+,Communication,"July 27, 2018",Varies with device,Varies with device
MEDICAL,4.9,14,7.0M,Free,0,Everyone,Medical,"July 13, 2018",PN.1.0,4.0.3 and up
HOUSE_AND_HOME,3.8,14653,Varies with device,Free,0,Everyone,House & Home,"July 16, 2018",Varies with device,Varies with device
COMMUNICATION,4.3,230564,Varies with device,Free,0,Everyone,Communication,"July 31, 2018",Varies with device,Varies with device
SOCIAL,4.2,4828372,Varies with device,Free,0,Teen,Social,"July 26, 2018",Varies with device,Varies with device
SOCIAL,4.6,60562,15M,Free,0,Mature 17+,Social,"August 6, 2018",1.3.2,4.3 and up
PERSONALIZATION,3.9,25035,14M,Free,0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up
MEDICAL,4.3,35,862k,Paid,$3.99,Everyone,Medical,"December 3, 2014",1.1,4.0.3 and up
PERSONALIZATION,4.7,6342,38M,Free,0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up
FAMILY,3.0,42515,1.6M,Free,0,Everyone,Casual,"May 23, 2018",1.0.3,2.3.3 and up
FAMILY,3.6,21095,7.9M,Free,0,Everyone,Entertainment,"December 16, 2016",4,4.0.3 and up
EDUCATION,4.5,756,12M,Free,0,Everyone,Education,"June 18, 2018",3.2.0,4.1 and up
PERSONALIZATION,4.3,100130,Varies with device,Free,0,Everyone,Personalization,"June 25, 2018",Varies with device,Varies with device
TOOLS,4.4,11393,8.7M,Free,0,Everyone,Tools,"July 27, 2018",3.9,4.4 and up
TRAVEL_AND_LOCAL,3.7,16980,Varies with device,Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device
LIBRARIES_AND_DEMO,4.6,3014,21M,Free,0,Everyone,Libraries & Demo,"June 27, 2018",1.1,5.0 and up
SPORTS,4.6,152653,17M,Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up
GAME,4.4,4921122,Varies with device,Free,0,Everyone 10+,Arcade,"June 15, 2018",Varies with device,Varies with device
FAMILY,4.6,4451317,Varies with device,Free,0,Everyone,Casual,"July 19, 2018",5.9.0,4.0.3 and up
LIFESTYLE,2.1,2390,35M,Free,0,Everyone,Lifestyle,"July 17, 2018",1.8.4.7,4.4 and up
GAME,,3,49M,Free,0,Everyone,Racing,"April 5, 2018",1.0,4.4 and up
SOCIAL,4.3,175722,Varies with device,Free,0,Mature 17+,Social,"July 23, 2018",Varies with device,Varies with device
FAMILY,4.8,55,1.5M,Free,0,Everyone,Education,"September 26, 2015",1.0,4.0.3 and up
HEALTH_AND_FITNESS,4.5,144050,55M,Free,0,Everyone,Health & Fitness,"July 27, 2018",18.7.1,5.0 and up
FAMILY,3.8,48545,38M,Free,0,Everyone,Casual,"August 3, 2018",1.2.14,4.1 and up
ART_AND_DESIGN,3.2,55,2.7M,Free,0,Everyone,Art & Design,"June 6, 2018",,4.2 and up
FAMILY,4.3,817,28M,Free,0,Everyone,Educational,"May 25, 2018",2.4.2,4.1 and up
FAMILY,4.5,76608,24M,Free,0,Everyone 10+,Action;Action & Adventure,"January 5, 2017",1.3.1,4.0 and up
FAMILY,4.3,159,13M,Free,0,Everyone,Education;Education,"February 3, 2015",1.0,4.0 and up
GAME,3.9,71,52M,Free,0,Teen,Action,"December 1, 2016",1.1,2.3 and up
GAME,4.4,267395,71M,Free,0,Everyone 10+,Action,"July 19, 2018",1.1.7,4.4 and up
ART_AND_DESIGN,4.5,5035,11M,Free,0,Everyone,Art & Design,"July 19, 2018",2.20,4.0 and up
FINANCE,4.7,460,12M,Free,0,Everyone,Finance,"June 26, 2018",5.9.1.0,5.0 and up
LIFESTYLE,4.1,3309,13M,Free,0,Everyone,Lifestyle,"August 5, 2018",10.0,4.0 and up
NEWS_AND_MAGAZINES,3.8,54256,Varies with device,Free,0,Everyone,News & Magazines,"July 23, 2018",Varies with device,Varies with device
MEDICAL,4.7,23160,26M,Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up
SOCIAL,4.2,3895,Varies with device,Free,0,Teen,Social,"June 27, 2018",176.0.0.29.0,4.4 and up
GAME,4.5,114479,26M,Free,0,Teen,Card,"December 20, 2017",4.7.0,3.0 and up
GAME,4.4,8219586,99M,Free,0,Teen,Action,"July 24, 2018",1.2.97.3042,4.0.3 and up
PRODUCTIVITY,3.7,7,18M,Free,0,Teen,Productivity,"June 10, 2018",7.17.2.0,5.0 and up
SPORTS,4.0,121003,Varies with device,Free,0,Everyone,Sports,"August 6, 2018",Varies with device,Varies with device
FAMILY,,1,1.7M,Free,0,Everyone,Puzzle,"September 21, 2016",1.0,4.0.3 and up
VIDEO_PLAYERS,4.4,259605,3.1M,Free,0,Everyone,Video Players & Editors,"August 3, 2018",1.6.1,4.0.3 and up
FOOD_AND_DRINK,3.3,1726,30M,Free,0,Everyone,Food & Drink,"July 19, 2018",4.26,4.4 and up
TRAVEL_AND_LOCAL,4.3,16734,10.0M,Free,0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up
PRODUCTIVITY,,0,2.8M,Free,0,Everyone,Productivity,"June 11, 2018",18.6.5,4.4 and up
LIFESTYLE,3.6,275,7.3M,Paid,$400.00,Everyone,Lifestyle,"May 3, 2018",1.0.1,4.1 and up
PRODUCTIVITY,,17,1.2M,Free,0,Everyone,Productivity,"May 19, 2015",10.0.3086,4.0 and up
BUSINESS,4.4,25,7.9M,Free,0,Everyone,Business,"January 19, 2018",1.0.3,4.0.3 and up
GAME,4.3,1295625,11M,Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up
LIFESTYLE,,0,2.5M,Free,0,Everyone,Lifestyle,"May 15, 2017",1.0.0,4.0 and up
FAMILY,4.1,217736,87M,Free,0,Everyone,Casual;Pretend Play,"August 2, 2018",1.1.64,4.1 and up
DATING,4.3,135418,Varies with device,Free,0,Mature 17+,Dating,"July 7, 2018",Varies with device,Varies with device
NEWS_AND_MAGAZINES,,2,22M,Free,0,Everyone,News & Magazines,"November 9, 2017",1.0,4.1 and up
BUSINESS,4.0,624,9.0M,Free,0,Everyone,Business,"March 22, 2018",1.2.287,5.0 and up
PRODUCTIVITY,,2,1.7M,Free,0,Everyone,Productivity,"December 15, 2016",1.0,4.1 and up
TOOLS,4.8,337532,15M,Free,0,Everyone,Tools,"July 11, 2018",V1-180703,4.4 and up
FAMILY,3.4,1178,38M,Free,0,Everyone 10+,Simulation,"April 8, 2018",1.0.1,5.0 and up
PHOTOGRAPHY,4.5,123029,Varies with device,Free,0,Everyone,Photography,"August 2, 2018",Varies with device,4.0.3 and up
NEWS_AND_MAGAZINES,4.1,763,2.2M,Free,0,Everyone,News & Magazines,"December 18, 2015",2.0,2.3.3 and up
COMMUNICATION,4.3,260,193k,Free,0,Everyone,Communication,"August 11, 2014",1.8,2.2 and up
FAMILY,,1,6.5M,Free,0,Everyone,Entertainment,"June 9, 2018",1.0,4.2 and up
FINANCE,4.0,732,5.5M,Free,0,Everyone,Finance,"April 2, 2018",3.0.21,4.0 and up
FAMILY,4.0,97,3.9M,Free,0,Everyone,Education,"July 1, 2016",1.1,4.0 and up
FAMILY,,13,62M,Free,0,Everyone,Puzzle,"April 6, 2018",3.33,4.1 and up
FAMILY,4.7,513,9.8M,Free,0,Everyone,Education,"December 14, 2017",1.4.1,4.0 and up
BOOKS_AND_REFERENCE,,0,2.1M,Free,0,Everyone,Books & Reference,"December 7, 2015",4.7.2,1.6 and up
FAMILY,4.0,94308,79M,Free,0,Everyone,Simulation,"December 25, 2016",4.2,2.3.3 and up
PRODUCTIVITY,4.5,40328,23M,Free,0,Everyone,Productivity,"October 17, 2016",1.9,2.3 and up
SHOPPING,,3,5.3M,Free,0,Everyone,Shopping,"July 18, 2018",1.9,4.1 and up
LIFESTYLE,5.0,8,6.7M,Free,0,Everyone,Lifestyle,"May 16, 2016",0.0.4,4.1 and up
NEWS_AND_MAGAZINES,,30,10M,Free,0,Everyone,News & Magazines,"July 30, 2015",1.8,4.0 and up
FINANCE,3.5,3856,8.2M,Free,0,Everyone,Finance,"July 31, 2018",3.2.1,4.4 and up
BOOKS_AND_REFERENCE,4.3,72,1.9M,Free,0,Everyone,Books & Reference,"December 21, 2015",1.0,2.3 and up
GAME,4.3,121612,59M,Free,0,Teen,Action,"December 28, 2017",1.0.6.4,4.0 and up
NEWS_AND_MAGAZINES,4.3,296781,Varies with device,Free,0,Everyone 10+,News & Magazines,"July 24, 2018",Varies with device,Varies with device
MEDICAL,,2,1.4M,Free,0,Everyone,Medical,"April 23, 2017",1.1,4.0.3 and up
FAMILY,4.4,847,21M,Free,0,Everyone,Education,"July 16, 2018",2.3,4.0.3 and up
PHOTOGRAPHY,,2,4.2M,Free,0,Everyone,Photography,"January 17, 2018",0.0.9,4.1 and up
PHOTOGRAPHY,5.0,1,5.4M,Free,0,Teen,Photography,"February 1, 2017",1.0,4.1 and up
PHOTOGRAPHY,4.5,10349,11M,Free,0,Everyone,Photography,"July 29, 2017",1.6.0,2.3 and up
FAMILY,,1,2.1M,Paid,$2.99,Everyone,Casual,"May 31, 2016",1.02,2.3 and up
PERSONALIZATION,,1,15M,Free,0,Teen,Personalization,"February 22, 2018",1.0,4.1 and up
VIDEO_PLAYERS,3.2,39,12M,Free,0,Everyone,Video Players & Editors,"March 18, 2016",2.0,4.0.3 and up
FAMILY,4.6,1977,3.8M,Free,0,Everyone,Entertainment,"February 21, 2018",1.0.4,4.0.3 and up
FAMILY,4.6,1109,52M,Free,0,Everyone,Educational;Brain Games,"July 18, 2018",1.0.6,4.1 and up
NEWS_AND_MAGAZINES,4.5,76,7.8M,Free,0,Everyone,News & Magazines,"July 3, 2018",5.0,4.4 and up
FINANCE,4.1,15192,38M,Free,0,Everyone,Finance,"May 23, 2018",4.2.1,4.1 and up
PHOTOGRAPHY,4.4,1864,13M,Free,0,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up
SPORTS,4.6,549,2.8M,Free,0,Everyone,Sports,"March 3, 2018",2.1.4,4.0 and up
PRODUCTIVITY,,0,54M,Free,0,Everyone,Productivity,"November 29, 2017",8.0,4.0.3 and up
LIFESTYLE,4.0,7808,5.0M,Free,0,Everyone,Lifestyle,"November 5, 2015",1.2.1,2.2 and up
SHOPPING,,0,1.3M,Free,0,Everyone,Shopping,"June 7, 2018",1.1,4.4 and up
BOOKS_AND_REFERENCE,3.9,20,9.7M,Free,0,Everyone,Books & Reference,"June 21, 2016",1.0,4.0.3 and up
LIFESTYLE,4.1,124,37M,Paid,$3.99,Everyone,Lifestyle,"June 13, 2018",3.04,4.0.3 and up
GAME,4.2,26247,Varies with device,Free,0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up
COMMUNICATION,4.2,244863,Varies with device,Free,0,Everyone,Communication,"May 29, 2018",Varies with device,Varies with device
MEDICAL,5.0,2,83M,Free,0,Everyone,Medical,"July 12, 2018",1.0,5.0 and up
FAMILY,,0,549k,Paid,$1.99,Everyone,Education,"June 13, 2014",1.2,3.0 and up
GAME,4.5,5465624,53M,Free,0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
TOOLS,,1,514k,Free,0,Everyone,Tools,"July 20, 2017",4.0,4.3 and up
GAME,4.1,97209,6.7M,Free,0,Everyone,Board,"January 14, 2018",1.41,4.0.3 and up
GAME,4.3,350,67M,Free,0,Everyone,Action,"July 27, 2018",Varies with device,4.0.3 and up
TOOLS,3.3,4786,13M,Free,0,Everyone,Tools,"May 24, 2018",1.2.84,2.2 and up
FAMILY,,1,17M,Free,0,Everyone,Entertainment,"April 3, 2018",1.3,4.0.3 and up
BOOKS_AND_REFERENCE,4.8,6,1.6M,Free,0,Everyone,Books & Reference,"February 14, 2017",5.0,3.0 and up
FAMILY,4.5,4218587,100M,Free,0,Everyone 10+,Simulation,"June 19, 2018",1.23.3.75024,4.0 and up
FAMILY,4.8,124,2.5M,Free,0,Everyone,Entertainment,"August 23, 2016",1.2,4.2 and up
COMICS,3.3,125,4.7M,Free,0,Teen,Comics,"July 24, 2018",1.0.4,4.0.3 and up
NEWS_AND_MAGAZINES,5.0,4,3.1M,Free,0,Everyone,News & Magazines,"June 15, 2018",1.3,4.4 and up
FAMILY,4.8,10,8.2M,Free,0,Teen,Puzzle,"December 2, 2016",1.0,4.0 and up
TOOLS,4.6,159,29k,Paid,$1.49,Everyone,Tools,"June 23, 2011",1.1,1.6 and up
LIFESTYLE,4.6,32433,46M,Free,0,Everyone,Lifestyle,"June 26, 2018",2.9.1,5.0 and up
FAMILY,3.9,903392,Varies with device,Free,0,Everyone 10+,Strategy,"June 14, 2018",3.30.4.207,4.1 and up
FAMILY,4.5,596628,99M,Free,0,Everyone,Casual,"August 2, 2018",3.39.0,4.1 and up
PRODUCTIVITY,4.7,19,Varies with device,Free,0,Everyone,Productivity,"September 20, 2017",1.6.1,Varies with device
FOOD_AND_DRINK,3.6,145323,42M,Free,0,Everyone,Food & Drink,"July 31, 2018",5.15.0,4.4 and up
LIFESTYLE,5.0,12,1.2M,Paid,$0.99,Teen,Lifestyle,"March 25, 2014",1.0,3.0 and up
NEWS_AND_MAGAZINES,4.2,61692,27M,Free,0,Everyone,News & Magazines,"July 25, 2018",5.9.1.1347176.a3ca6ab274,4.4 and up
SHOPPING,4.5,72596,19M,Free,0,Teen,Shopping,"August 3, 2018",4.2.2,4.1 and up
HEALTH_AND_FITNESS,4.4,20547,5.7M,Free,0,Everyone,Health & Fitness,"November 29, 2017",3.2.7,4.1 and up
TOOLS,4.5,148506,11M,Free,0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device
TOOLS,,0,2.4M,Free,0,Everyone,Tools,"April 12, 2018",V2.3,4.3 and up
TRAVEL_AND_LOCAL,4.7,192641,33M,Free,0,Everyone,Travel & Local,"June 7, 2018",17.4.1,4.0.3 and up
HEALTH_AND_FITNESS,2.8,961,1.3M,Free,0,Everyone,Health & Fitness,"February 27, 2018",1.5,4.0 and up
FAMILY,4.0,4,840k,Free,0,Everyone,Education,"June 9, 2014",1.0.1,4.0.3 and up
FAMILY,4.2,137167,52M,Free,0,Everyone,Strategy,"January 17, 2017",130.48.08,4.0.3 and up
PRODUCTIVITY,4.1,1092367,Varies with device,Free,0,Everyone,Productivity,"August 4, 2018",8.0.1.0,Varies with device
TOOLS,,0,16M,Free,0,Everyone,Tools,"October 23, 2017",1.0,4.1 and up
DATING,,0,8.0M,Free,0,Everyone,Dating,"July 10, 2018",1.0,3.0 and up
FAMILY,,18,24M,Free,0,Everyone,Simulation,"December 1, 2017",1.0,4.1 and up
FINANCE,5.0,4,11M,Free,0,Everyone,Finance,"May 25, 2018",1.0.0,4.4 and up
TRAVEL_AND_LOCAL,4.3,2649,25M,Free,0,Everyone,Travel & Local,"August 3, 2018",4.1.1,4.4 and up
FAMILY,5.0,1,8.2M,Free,0,Everyone,Entertainment,"November 29, 2017",1.2.1,4.1 and up
FAMILY,4.1,38021,19M,Free,0,Everyone,Casual;Music & Video,"July 6, 2018",18.2,4.0.3 and up
LIFESTYLE,4.2,53,16M,Free,0,Everyone,Lifestyle,"June 25, 2018",2.0.1,4.1 and up
MAPS_AND_NAVIGATION,,10,7.8M,Free,0,Everyone,Maps & Navigation,"June 26, 2018",2.1.0,4.4 and up
GAME,4.5,3778921,75M,Free,0,Everyone,Arcade,"July 26, 2018",3.8.5.Go,4.1 and up
FAMILY,5.0,2,6.6M,Free,0,Everyone,Entertainment,"January 31, 2018",1.0.9,4.1 and up
SPORTS,4.4,1721943,26M,Free,0,Everyone,Sports,"June 27, 2018",2.3.2,5.0 and up
SPORTS,4.1,3387,25M,Paid,$29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up
FAMILY,1.0,1,16M,Paid,$2.99,Everyone,Education,"October 7, 2016",1.0,2.3.3 and up
FAMILY,4.1,138050,5.7M,Free,0,Everyone,Entertainment;Music & Video,"April 19, 2018",2.4,4.0.3 and up
TOOLS,5.0,2,19M,Free,0,Everyone,Tools,"October 12, 2015",1.2.2,2.3 and up
GAME,4.3,807226,34M,Free,0,Teen,Action,"July 11, 2018",3.0.2,4.0.3 and up
SPORTS,4.2,6,1.3M,Paid,$3.02,Everyone,Sports,"December 27, 2017",2.0.5,3.0 and up
GAME,4.1,101,31M,Free,0,Everyone,Arcade,"March 14, 2017",1.5,4.0 and up
NEWS_AND_MAGAZINES,4.4,158196,Varies with device,Free,0,Everyone,News & Magazines,"July 27, 2018",Varies with device,Varies with device
FAMILY,4.4,134,Varies with device,Free,0,Teen,Simulation,"February 24, 2018",Varies with device,4.0.3 and up
GAME,3.9,24,64M,Paid,$1.99,Teen,Action,"October 17, 2017",0.8.17,3.2 and up
FAMILY,4.2,13519,51M,Free,0,Everyone,Entertainment;Music & Video,"July 27, 2018",2.18,5.0 and up
COMMUNICATION,,239,18M,Free,0,Everyone,Communication,"July 31, 2018",1.3.4,4.4 and up
BUSINESS,,1,5.8M,Free,0,Everyone,Business,"January 23, 2018",v1.2.2,4.0.3 and up
LIBRARIES_AND_DEMO,3.9,2087,Varies with device,Free,0,Everyone,Libraries & Demo,"July 30, 2018",Varies with device,Varies with device
HEALTH_AND_FITNESS,,0,9.7M,Free,0,Everyone,Health & Fitness,"February 27, 2018",3.0.6,4.0 and up
SPORTS,,4,8.2M,Free,0,Everyone,Sports,"September 27, 2017",4.2.0,4.1 and up
FOOD_AND_DRINK,4.6,556,23M,Free,0,Teen,Food & Drink,"January 25, 2018",2.0,4.0 and up
EDUCATION,4.2,5741,84M,Free,0,Everyone,Education;Pretend Play,"July 25, 2018",3.7.0,4.4 and up
SOCIAL,4.2,79129,23M,Free,0,Teen,Social,"August 2, 2018",3.10.26,4.4 and up
SHOPPING,4.4,2788923,Varies with device,Free,0,Teen,Shopping,"July 30, 2018",Varies with device,Varies with device
COMMUNICATION,3.7,25021,61M,Free,0,Everyone,Communication,"June 26, 2018",9.9.0,4.3 and up
AUTO_AND_VEHICLES,4.4,21777,Varies with device,Free,0,Everyone,Auto & Vehicles,"August 4, 2018",Varies with device,Varies with device
SHOPPING,4.5,5123,14M,Free,0,Everyone,Shopping,"July 28, 2018",4.4.4,5.0 and up
TOOLS,4.5,214265,Varies with device,Free,0,Everyone,Tools,"June 4, 2018",Varies with device,Varies with device
COMMUNICATION,4.3,11334799,Varies with device,Free,0,Everyone,Communication,"July 18, 2018",Varies with device,Varies with device
TRAVEL_AND_LOCAL,4.3,171889,Varies with device,Free,0,Everyone,Travel & Local,"July 18, 2018",7.8.0,Varies with device
GAME,3.8,898,33M,Free,0,Teen,Adventure,"December 21, 2016",1.2.3.1,2.3 and up
GAME,4.5,4448791,67M,Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up
TOOLS,3.6,12993,5.2M,Free,0,Everyone,Tools,"January 9, 2017",1.3.0,2.3.3 and up
